received_at,sequence,millis,gain,integration_time,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-09T00:45:19.443612+00:00,78,53801,128x,300ms,1,0,0,0,0,1,2,2,0,0,7
2026-09-09T00:45:20.132434+00:00,79,54492,128x,300ms,0,0,0,0,0,1,2,2,0,0,7
2026-09-09T00:45:20.820251+00:00,80,55181,128x,300ms,0,0,0,0,0,1,1,2,0,0,7
2026-09-09T00:45:21.507724+00:00,81,55871,128x,300ms,0,0,0,0,0,1,2,2,0,0,7
2026-09-09T00:45:22.198167+00:00,82,56561,128x,300ms,0,0,0,0,0,1,2,2,0,0,7
2026-09-09T00:45:22.924271+00:00,83,57285,256x,300ms,1,0,0,0,0,1,3,4,0,0,13
2026-09-09T00:45:23.612734+00:00,84,57976,256x,300ms,1,0,0,0,0,0,3,3,0,0,13
2026-09-09T00:45:24.301170+00:00,85,58667,256x,300ms,1,0,0,0,0,0,3,4,0,0,14
2026-09-09T00:45:24.845113+00:00,86,59210,256x,200ms,1,0,0,0,0,0,1,3,0,0,8
2026-09-09T00:45:25.332502+00:00,87,59700,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:45:25.821130+00:00,88,60188,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:26.316586+00:00,89,60677,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:26.804180+00:00,90,61166,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:27.293305+00:00,91,61655,256x,200ms,0,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:27.780941+00:00,92,62144,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:28.268580+00:00,93,62632,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:28.756587+00:00,94,63121,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:29.245457+00:00,95,63610,256x,200ms,1,0,0,0,0,0,1,3,0,0,8
2026-09-09T00:45:29.731585+00:00,96,64099,256x,200ms,1,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:30.220800+00:00,97,64588,256x,200ms,1,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:30.709845+00:00,98,65077,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:45:31.204191+00:00,99,65566,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:31.692752+00:00,100,66055,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:32.172574+00:00,101,66544,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:32.668674+00:00,102,67033,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:45:33.156559+00:00,103,67521,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:45:33.645064+00:00,104,68009,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
